text,lang
tum ne vahaan kitne din guzaare or tum ne kiya dekha?,urd
teesri satah kaa maqsad natise ko aese tareeke se pesh karna or is kii tarsel karna hai jis se faisla sazi main madad miley.,urd
kiya tum hal hi main kisi bik roid par gaye ho?,urd
khaas tuur par is aitbaar se ki duniya tejai ke saath degetal banati jaa rahi hai.,urd
ye sab isi vakt kaabil italaak huun ge jab tamaam vaazib alada rikvam adaa kii jaa chuki huun.,urd
"agar aap kuch bhi naheen karte kyonki ek tahaqiq ne kaha hai ki na karen, to imkan hai ki ye ek iccha dafaa na ho.",urd
"bilkul yaar, tumhara shukrayy.",urd
tamaam talaba ke liye aan line web site yani www.scholarships.gov.in par darkhwaast jamaa karna laazmee hai.,urd
main ne use 2014 main in kii mout se pahele tak haasil naheen kiya tha.,urd
kiya hamen har maheene is kii tajdid chrani hogi.,urd
"duusari taraf shayari aisa udabi kaam hai jis main taqator ehasaas yaa tasor ke izhaar ke liye shore, aahing, or digar takneekon kaa istemaal kiya jataa hai.",urd
"haan, haan. aap ko ek majaaz voter aai dee kii zarurat hai.",urd
aap kitne paise nikaalna chahate hain?,urd
hamen ye zyaada kasarat se lena chahiye.,urd
"15 sitambar 2021 ko jamhorit ke alami din ke mauqaa par nai dahali main parlemint house anexi main nib sadar jamhori hind janaab em vyankya naidu, vazeer aazam janaab narendra modi or lok sabha ke spikar janaab om birla kii masaud maujudagi main sansad tii vee kaa afatitah kiya gaya .",urd
ye in ke liye bhi iccha rahe gaa.,urd
mauseum ke package main mahal ke saare darbar or gailaries or trai pad ke bagaiyr camera shamil hain.,urd
"2015 ke kaaman velth karate khel dahali, hindustan main manakad hue the.",urd
ye sikem vizaarat khazaanaa ke tahat aati hai.,urd
"walt dijani world ke marcuji hisse char theme park hain: di magic kingdom, apkot, dijanez hali wood eastodioz, or dijanez enimal kingdom.",urd
"jaisaa ki main ne aap ko bataya, mujhe apni motor saikal par tavel musaafat kii sawari karna pasand hai.",urd
pichhali bar carakanon ko mukhtalf riyasato se laaya gaya tha taaki kaam main tejai paida kii jaa sake.,urd
"dar haqikat, wo taazgi se bharpoor or khushboodar hote hain.",urd
"haan, mujhe hai.",urd
ek ciber mujrim data yaa kudamat ko gair fial karne yaa nuqasaan pahunchane ke liye dusare computron tak rasai kii khaatir computer yaa net varik par hamlaa kurta hai.,urd
"oh, iccha. kiya ye vegetarian hai?",urd
"2020 main, vazeer khazaanaa nirmala sitharman ne is kanoon main tarmium karne ke liye ek bill pesh kiya tha.",urd
tumhen kitne ticket chaheen?,urd
siyaahat 20 vaein sadi kii sab se badi alami sanaat ke tuur par abhiri hai or 21 vaein sadi main is main majid tejai se azafe kii pesh goi kii gai hai.,urd
in ke saath kuch ani meshan or aawaaz hoti hai.,urd
neshnal film eward hindustan kii ilakaai zubaanon kii behtareen filmon ko bhi diye jate hain.,urd
"ye dee e pii em, bi tek (electronics engineering), em tek (electronics dezine tikunology), pii each dee, or kuleel muditi course pesh kurta hai.",urd
"disambar 2012 main, vyanad wild life sankchari ke haashiye par ek coffee ke baag main kerala ke mahekma janglaat kii jaanib se ek sher ko goli mar di gai.",urd
main kuch personal lavan lena chahata huun.,urd
bahut si udabi takhliqat hain jinhen aap pad sakte hain.,urd
"kisaanon kii milkiyat wali pahaadi jameen par mukhtalf kasam ke fal jese aam, sapota, santarh, kela, papaita, ananas or khurdini judon kii fasalein ugaai jaati hain.",urd
"stant film or dventure ekshan film ne sab ko mutasar naheen kiya: talim yaafita tabaqon ne inhen awami, fabeesh or ek bigaad ke asar ke tuur par dekha.",urd
"sach main, main ulajhan kaa shikaar huun.",urd
mari pasandida bihari dish satu kaa paratha hai.,urd
"is library kaa intakhaab matlooba hadafi triteb ke khilaaf kiya jaa saktaa hai, jis ko reporter jain kii sakht ke maharrak amal hisse main daakhil kiya jataa hai.",urd
barsaat kaa mausam thodaa mushkil maalum hota hai lekin ab itane barson rahene ke baad kaam chal hi jataa hai.,urd
hamen kuch dastavezaat chahiye huun ge.,urd
brah meharabaani kiya aap mari madad kar sakati hain?,urd
"is pattern ne 1970 kii duhai main nafasyati tajjiye or falsafe ke saath bahas ko aage badhaate hue khud ko doharaaya, or fir 1980 kii duhai main taarikh ke saath.",urd
"is mugaalate ko daur karne ke liye, koi shaks milkiyat na rakhane kaa ahad kurta hai or ruuh ke kamal ko mahasuus kurta hai.",urd
india gate or aakhir main lal kile ko.,urd
dono badi had tak alag hain lekin ye shukla mujhe is kii yaad dila rahi hai.,urd
"film kii reliz ke 10 saal baad arbaz khan ne ek intervayo main bataya tha ki film kaa bijat 30 karod (57 main 7 karod yaa 2.2020 milin america dollar ke masavi) se badhaa kar 49 karod (93 main 12 karod yaa 2020 milin america dollar ke masavi) kridya gaya tha, jis kii vajah se in ko kuch nuqasaan uthaanaa pade, lekin is kii badi kaamyabi ke baad unhon ne salamaan khan kaa mishahraa adaa kridya.",urd
main ek glautan free mukami khaane kaa menu dekh rahi thi.,urd
is main aap ko hindustaniyon ke liye 500 rupee or gair milkiyon ke liye 1000 rupee lageen ge.,urd
"1920 kii duhai ke baad se, pesha var engineeron ne teer andaazi main dilchaspee lee hai, jo pahele ravayati dastakaree mahrain kaa khasusi maidan tha.",urd
"hawaii ide par meet and great service siyaahon ke saath saath company ke liye bhi ek ahim khidamat hai, kyonki ye siyaahon ko aamad yaa rawaanagi par muntakli , saaman or khandaan ke saath safar main madad dete hue fast trek clayerens main madad faraham krati hai , or hawaii ide se tej , khushguar or mahfuz guzargah ko yaqini banaati hai.",urd
"chunki crons ne apne vald ko dhoki diya tha, is liye use dar tha ki is kii oulad bhi aisa hi karee gi, lahza jab bhi riya ne bacche ko janm diya, wo bacche ko chin kar kha gaya.",urd
"ye goa hai, babi!!!",urd
or is shaks kaa shinaakhti sabot jo zimm daar hai.,urd
"ye sake zyaada tar tambe ke or shaz va nadir hi chaandi ke the , dhat ko matlooba dezine ke saath ehtiyaat se dhaala gaya tha.",urd
tumhen karna hoga! main chaahati huun ki ye ek anokha tajurba ho.,urd
haan main indraj shudaa huun.,urd
chokhaa main aam tuur par sarson kaa tel istemaal hota hai.,urd
"kher muqadam hai, jald milte hain.",urd
dono ke liye passport coffee hoga.,urd
theater ek kasam kaa fan hai jis main fankaar basri or dramai annasir dono ko shamil kurta hai.,urd
"jab hum art ke baare main sochte hain, to sab se pahele jo cheez zahan main aati hai wo painting hai.",urd
lekin mujhe lagataa hai ki hum jo kuch haasil chriskte hain is ke saath kaam chalaalen ge.,urd
mujhe abaa se baat karne do.,urd
coclayer implants in logon ko bhi faaydaa pahunchaate hain jin kii samat acchhee khasi zaayaa hochikee hoti hai.,urd
"painting ke bahut saare tarzahen, jin main modernst, eksprashanst, claseki, sarel, cubest, chini taraz, tahridi, impereshanst or bahut se shamil hain.",urd
main ek hafte ke liye daura karon gaa.,urd
"zaruur, mujhe khushi hai ki aap ne mujhe kaal kiya.",urd
sejiyam glaas ke hamil dispinsar ko har pensal main sejiyam glaas ke durust control ke saath sejiyam glaas pensal banane ke liye vakf ri malting bhatti main daur se joda jataa hai.,urd
"is kii bahut si qasamen hain, lekin jo main ne order kiya hai wo chaval ke aate se bina hai.",urd
in kaa naam elactoral role main hona chahiye.,urd
main aam tuur kishtiyon ke muqaabale zyaada naheen dekhtaa lekin main is saal risal menia kaa intazaar kar raha tha.,urd
in sifaarshat kii buniyaad par hukuumat ne yakam janvari 2006 se kabel ke afasar se kam durje ke faujee panshneron (pii bi oo aar) kii panshan main khaatir khwaah behatari lane or 10 aktubar 1997 se kabel ke panshneron ko 10 aktubar 1997 ke baad ke panshneron ke barabar lane kaa faisla kiya hai.,urd
use druvan khaanaa yaa zer aasman khelaa jaa saktaa hai.,urd
"jaahir hai, main is bar use chhodane kaa chance naheen lay sakati thi.",urd
"ol alzikar ek saarfi maishith hai jise paidavari salaahit ko badane ke liye tashkeel diya gaya hai, jabaki mokhir alzikar ek kisri maishith hai jise matalaq alaanaan samaji zaabte ke aamil ke tuur par tashkeel gaya hai.",urd
"is ke alaava, germany main aala talim ke bahut se mawaqa hain.",urd
or haan is ne duniya ke sab se bade delta bhi banaaye hain: mugharabi bengal main sundarban,urd
"hindu shadi kanoon ke tahat, aap ko shadi kii taqarib ke ek maheene ke indra apni shadi ko register karwana zaroori hota hai.",urd
"pahele kii pairvi kurta hawa or har manuntara ke aage aane waala manuntara manuntara-sandhy (rabt kii muddat) hai, har ek kii twalat krita yug( satya-yug) jitani hoti hai.",urd
bema kii jane wali kam se kam buniyadi rakam do lakh rupee hai.,urd
jaal ko istemaal karne kaa khyal tennis se liya gaya tha.,urd
waakai? wo aisa karen ge? main in baton se itani be khabar kaise rah sakati huun.,urd
"halay barson main, hamare arad gird kii duniya ne degetal technologyon ke istemaal kii vajah se bahut si tabadeliyaan dekhi hain.",urd
"khataa jaati gridon kaa pahalaa interionction aktubar 1991 main kaayam kiya gaya tha, jab shumali mishraqi or mishraqi grid ko inter kankat kiya gaya tha.",urd
"ji haan, ye aap kaa pahalaa kadam hona chahiye.",urd
ye farari hai.,urd
"sir, pahali baat ye ki hamen badi mushkilon ke baad water supplai mili thi.",urd
"thik hai, alvida!",urd
"saath hi, voter agar hindustan ke shahari huun ge tab hi wo is ke ahil huun ge.",urd
agar tum milakha singh kii tarah ek azim athlete bano gi to ye bahut acchhee baat hogi.,urd
main harish huun or main swami vivekanand ajokeshnal insiti tute kii taraf se kaal kar raha huun.,urd
"hindustani adaadi nizaam safraveen se lay kar chothi das kii kaut tak mugharabi nizaam se karibi mamaslit rakhata hai: ek, das, ek so, ek hazaar, or das hazaar.",urd
"sab se pahele, majoza shadi kaa ek notice aap ke zala ke meraj register ke pas jamaa karna hoga.",urd
"ye ek bada adad hai, or ye in talaba ke liye mufeed rahe gaa jo zarurat mand hain.",urd
buddha gaya (bihar) hi wo mukaam tha jahaan shahzaada siddharth ne ko aaghi haasil hui or wo mahatma budh bane.,urd
manz filter copisetar aam tuur par baandhi gayiplastic work kii ikssam main gulaaf band kiye jate hain is liye ki ye kam keemat main aali voltes ke madarj pesh karte hain or inhen khud drumani or galane ke laayak banaaya jasakta hai.,urd
unhon ne is harakayati jamhori dhaanche ko tashkeel dene main ahim kirdaar adaa kiya jis par hindustan ko fakhr hai.,urd
tum use soni ten 3 par hindi main bhi dekh sakte ho.,urd
ji haan. ye kadare mushkil hoti hai lekin claseki mousiki main bachchon ke liye bahut zyaada jazbaati fwayad hain.,urd
"constana kaa mufti, jo biradari kaa ahim numazind hota hai, imaamon main se ek khufia ray shumari ke jaria mantakhab kiya jataahe.",urd
"mazkora bala vajohath kii bana par, hum ye pakhta ray rakhwe hain ki trabonal ne koi galati naheen kii is nattejey par pahunchne main ki maysarz quality aais kareem or bi bi el aai el mataalika afarad naheen hain.",urd
"siyaahat to hamara kaam hai, taahim har safar musafir kii yaado se judaa hota hai.",urd
or aap ke gaavan kaa sarapanch kaun hai?,urd
"taahim, agali muhim main, e e zed kii hadood tak of shor basin (east coast, west coast or andaman) ko liya jaarha hai.",urd
bartan kabhi bhi pure saaf naheen hote.,urd
main naheen chahata ki is haseen cheez ko koi nuqasaan pahunche.,urd
ek bar ye kehane ke baad ki 'main ye karon gaa' aap ke pas use karne ke alaava koi or mutbadal naheen rah jataa hai.,urd
kuch aisa jese mishroom brown rice yaa chicken canva biryani.,urd
aap ke liye german jubaan behtareen rahe gi.,urd
gaar kii deewaaren khubasurat nakashi or gair maamooli majasmon se saji hui hain jo gautam budh kii zindagi ke baare main bataati hain.,urd
"taahim, in kii shadi ke din vaidehi aati naheen hai or ankushaf hota hai ki wo mumbai bhag gai hai.",urd
"hello, kiya masz radhika, treneti elimintry skool main arts teacher, bol rahi hain?",urd
"isi ke peeche ecweti mushtqat ke saath es and pii bi es e sensex aapshanz kii tarakkee 2001 or 2002 main waaqa hui, jis ne bi es e ke tizaarati plate farm ko vasit di.",urd
kul ambedkar jayanti hai!,urd
aap ko apni shadi ke registraton kii darkhwaast kaa ek half naamaa jamaa karna hoga.,urd
apne baare main bataaiye?,urd
"hello, main pahali martaba e visa ke liye darkhwaast de raha huun.",urd
kiya tum ab bhi apne maa baap ke ghar par ho?,urd
"goa kaa tablo dipascumba, saleb, or ghode modani or is ke baad ek rath par tawaja merccoz karte hue majahabi hum aahangi ko dikhaata hai.",urd
"shukrayy, aap se mil kar iccha laga!",urd
ganga ke baad godavari doosaraa sab se tavel or janubi hindustan kaa sab se tavel dariya hai jise 'dakshina ganga' ke naam se bhi jaanaa jataa hai.,urd
main ne ab inhen khabar de di hai to aap ko indra aane main kisi bhi pareshaani kaa saamana naheen hoga.,urd
"is main chha hisse hain jin main fan ke takhliki or sinci kaam kii panch galariyon par mushtamil hai jo aasaarh kadima, arjayat, maashi, khubasurati, or fan hain.",urd
hum ek iccha protein cheez kek bhi banaate hain.,urd
"oke sir, to mujhe apni shikayat tafsil se bataayen.",urd
punit essar ko dee ji pii hari narayan ke kirdaar main dekhnaa bahut iccha tha.,urd
agar tairaqi kii saholit dastyab hai to doobne waale kii zindagi bachane kii tachneeque par sab se achche tareeke se amal kiya jaa saktaa hai.,urd
"charon taraf islha kaa ahtamam tha, naashtra taiyaar tha, bhoke munh pahele nawale ko chaba rahe the; mishrubat ke pyaale bhar kar taiyaar rakhe the.",urd
dafaa 22 kii zeli dafaa (2) mataliba krati hai ki wo shaks jo izzaazat haasil karne kii khwaahish rakhata hai use hakim majaaz ko tahariri tuur par ek darkhwaast deni chahiye.,urd
maikal anjilo or miron do mashhuur claseki majasm saaz hain.,urd
main jald hi branch par jaun gaa.,urd
"aai si si, teen bartanviyon or teen hindustaniyon par mushtamil tha jis kii kayaadit madras ke vakil tii rangachari kar rahe the.",urd
main agle ko paane kii koshish karon gaa jab wo aaye gaa.,urd
dusare malik kii shahrit rakhane waale logon ke liye bhi aisa hi hai.,urd
kiya hum tower ke uparee hisse main jaskte hain?,urd
kiya aap ne faisla kiya hai ki aap mustaubal main kiya bananaa chahate hain?,urd
"oh, wo laziz maalum hota hai.",urd
"durasal, chaatee ke doodh main maujuud calori kii kasaafat, protein, carbohedrate or charabi bacche kii nishv va numa ke liye bahut ahim hote hain.",urd
in main se kaun sa paise nikaalane waala counter hai?,urd
"apple ke mublig gaai kavasaki ne brand ke junun ko ""aisi cheez jo achanak dariyafat hojay"" kaha hai, jab ki aaiyo ne2014 main vizahat kii thi ki apple kii misanuaat ke saath ""avaam kaa ek hairat angez tuur par zaati taalluk hai.""",urd
"wo is sanf ke baadshaah bin gaye, jis kaa aagaaz rail rod threar toofaan mail (1932) se hawa, jis main chalati train kii chat par ladaaii ke matadad manazir pesh kiye gaye the.",urd
ye college jo tum ne bataae coffee marof hain.,urd
"in ke vald, advaith prasad singh ne ye nishast 2000 main bi jai dee ke ummidavaar kii haisiyat se, 1990 main jai dee ke ummidavaar kii haisiyat se or 1997 main jai en pii ke ummidavaar kii haisiyat se jiti thi.",urd
"shukrayy, lilena.",urd
"wo naval ko kisi or cheez main tabdel kiradete hain or is kaa nateeza ek makhlot shay main nikalata hai, asnaf kaa malgoba.",urd
"meree khyal main, ek taalib ilm ke liye, ye behtareen shok hai.",urd
is khate main mirch ke safof kaa istemaal ehtiyaat ke saath kiya jataa hai.,urd
"hindustan ke nakshe par taj kii tarah arasta kashmir apne rang mausamon ke saath badalataa hai - sardiyon main , jab pahaadon par barf kii chadar bich jaati hai tab naram dhalawaanon ke saath saath skiing or salej par sawari kii jaati hai. mausam bihar or mausam garma main, shahad kii shabnam waale bagat, laharaati jhelen vaadee ko hairat angez tuur par haseen banaditi hain.",urd
"ek gazaait kii kamee hai, jis main stanting (umr ke liye kam onchaai), zaafa (kad ke lihaaz se kam vajan), ausat se kam vajan (umr ke lihaaz se kam vajan) or micro gazaai izza kii kamee yaa marz kulat (ahim vitamin or madaniyat kii kamee) shamil hain.",urd
"is ke liye, tum sab ko kovid-19 terra andaazi kii kam iz kam pahali khuraaq kaa terra lagavanaa hoga.",urd
aap ko ek debit yaa credit card kii bhi zarurat hoti hai.,urd
"are, kaise tumhen jigraphy main hamesha sab se zyaada number ate hain?",urd
hum behtareen paley list sunen ge jo main ne kul raat banaai.,urd
ye is liye ki main use apni dost ko de sakati huun taaki wo is course ke baare main kisi se tafsil se baat kar sake.,urd
"main isi vajah se ye plan chhod dene waala tha, lekin mujhe tum yaad aagaye.",urd
"anju kii shadi robert bobby jorge se hui, jo tripal jump main ek sabik qaumi champion or in ke kavach bhi hain.",urd
kapadon kii baat karen to tumhara kapade fate hue or maile nazar ate hain.,urd
ye waakai ek iccha khyal hai.,urd
main apne bete kii mobile phone or video gamiz kii badhati hui aadat ko lay kar pareshaan huun.,urd
"tum or tumhara unani naam, yaar!",urd
"oh, thik hai! aisa kiya jaa saktaa hai.",urd
kiya main ye bema aan line kharid saktaa huun?,urd
"kamala, tum kaam par kab waapas aa rahi ho?",urd
ye zaroori hai janaab desai ki talaba maahaul kii hifaazat karna seekhen.,urd
aap kii rahanumai ke liye bahut bahut shukrayy.,urd
"bangalore ke tabiyaai, hayatiyati or samaji maashiyati parometriz ke betal anweranmental evalyotion system (bi e e es) ke 2003 ke jaaize se patta chalata hai ki bangalore ke pani kaa mayar or jamini or aabi maahulyati nizaam misali ke qareeb the, jabaki shahar ke samaji maashiyati parametaz (traific, mayar zindagi) hawa or soti aaludagi ke mayar naaqs the.",urd
"kaabil zikr mamaaliye jo indron malik hi maadum ho chuke hain yaa jin ke maadum ho jane kaa kayaas kiya jataa hai in main hindustani yaa asiai cheta, jawai genda, or samatrai genda shamil hain.",urd
dafaa 28 main kaha gaya hai ki jab jang ke zarie kisi gaauun par kabja kiralia jaaye tab bhi kisi bhi friq ko luut mar kii izzaazat naheen hai.,urd
"1967 ke riyasati asambali intakhaabat main, tamaam socialist partiyon ko khatm kar diya gaya, or si pii aai ne aposeshan party kaa darja kho diya.",urd
"2007 main anitha volf ko dapati editor kii haisiyat se darj fahrust kiya gaya, or theodor papas ko agzecteve editor kii haisiyat se darj fahrust kiya gaya.",urd
aaj ke liye itanaa hi.,urd
"painting, majasm sazi, adab, fan tamir, film, mousiki, or theater in main shamil hain.",urd
ye jaan kar iccha laga ki shaharyon ko vakt par amudad mil jaati hai.,urd
"1980 ke baad kii ratsiraka or zafee hukuumaton ne baaqtdar sanati tanzemon kii nij kari, zardi bazar kari tanzemon ko tahalil karne, gair milki saramy kari kii hamayat karne waale zyaada labral saramy kari zaabato kii tosiq, bankaree sanaat kii nij kari, ravayati, buniyadi misanuaat kii baramdaat main tanua or gazaai paidavar main zyaada badi saramy kari kii nigranee kii.",urd
mausami lihaaz se khasusiyat rakhane wali in birdariyon kii zindagayon kii mukhtalf shaklen hoti hain jo apni aab va hawa or mausami mutabikt balkhsus darja hararat or barindagi kii shrah se bahut zyaada mutasar hote hain.,urd
kiya claseki mousiki kii talim bachchon ke liye faayde mand hoti hai?,urd
pallav kii tamir kii ibtidai misaaleen 610 isvi se 690 isvi tak taraashe gaye chataani mandir or 690 isvi or 900 isvi ke darmiyaan tamir kiye gaye sakhti mandir hain.,urd
mujhe asami gane gaana pasand hai.,urd
"visisht ab raja kii taraf muda or ahista se kaha: ""maharaj, ek bar vaada karke inkaar karna aap par naheen jachita hai"".",urd
"teenon jahaanon main koi naheen hai, or na kabhi koi hoga, jo harabi or ruhani shujait main is kii baraabari kar sake.",urd
zardi intazaam ke tareekon kii do ikssam main namyati zarazzat or marojah zarazzat shamil hain.,urd
"sab se ahim baat, hum naheen jaante ki kab or kaise museebat hamare daravaazon par dastak de gi.",urd
"2021 rugby world cap, khwatin ke rugby world cap kaa nawan edeshan, 8 aktubar or 12 navamber 2022 ke darmiyaan newzi land main manakad hawa, jise 18 sitambar se 18 aktubar 2021 ke asal mansuba band shadooll se mokhir kridya gaya tha.",urd
"ji haan, main ne pahele hi apne passport ke dauraaniye kii jaanch kar lee hai, or ye isi ke mutabik hai jo abhi aap ne kaha.",urd
"puri twalat wali khamosh film banane ke liye, khandaan kii jaagir ke bagat main ek aarzi eastudio banaaya gaya tha, or unhon ne 1931 main reliz hone wali di last kis ke naam se ek mukammal twalat wali khamosh film taiyaar kii thi.",urd
"yun, unhon ne nachale tabake ke haquk ke liye jaduujahad kii.",urd
"shumali grid ko bhi agast 2006 main baham joda gaya tha, jis se ek central grid tashkeel paaya jo hum vakt marabot tha or ek hi fracuency par kaam kar raha tha.",urd
"uranium, kudrati yaa afazoda shukla main, aam tuur par johri anshkak ke liye johri bijli gharon main eendhan ke tuur par istemaal kiya jataa hai.",urd
tafteesh ke dauraan use digar sazshiyon ke naam jaahir karne par majaboor karne kii koshish kii gai.,urd
hindustaniyon ke liye yaa rihaashiyon ke liye package ke lihaaz se fees 200 yaa 300 rupee rahe gi.,urd
"1960 main talimi corson ke aagaaz ke baad se, insiti tute ne baqaaadagi se talimi nasaab ko up grad kiya, cinema seekhney ke mayar ko behatar banaaya, or buniyadi dhaanche ko tosia di taaki is ke sahi maanon main marcuz fizalit hone kaa antadab haasil ho.",urd
is kaa health anshurnce star health anshurnce tha.,urd
"7 march ko, sarkar ke zer intazaam media or insaani haquk ke girohon ne sarkari dawaakhaanon, universtiyon or mandir ke ahaaton par hifaazati daston ke kabze kii tasadiq kii.",urd
"vahaan bahut si tanzeemein hain jo zarurat padane par logon ko khuraaq, tabi saholyat or advyat or tamaam zaroori ashya mahiya kar rahi hain.",urd
ye imarat orang aabaad kii sab se badi yaadgaaron main se ek bhi hai jo khalis safed sang maramar se banaai gai hai or nafis nakashi se arasta hai.,urd
idesha in mukaamat main se ek hai jo in auqat main shadid mausami halaat kaa saamana karte hain.,urd
"mausam thik hai, agar cha mausam garma coffee garam or martob hota hai lekin digar awamil thik hain is liye mujhe is jagah ko chhodane kaa khyal kabhi naheen aayaa.",urd
haija 1829 main urol pahaadon ke janubi kinaron tak pahunch gaya.,urd
lekin mangal pandey kaa diliran carnamaa ek aala or azim usool ke taen lagan ke tahat anjaam diya gaya tha.,urd
agar tumhen kisi cheez se mataalak madad chahiye thi to tum mujh se mang sakte the.,urd
dono bahan zubaanen chha shumali riyasato main boli jaati hain or sirf barsgair paak va hind ke 50 karod se zyaada logon ke zarie samajhi jaati hai jis kii vajah se hindi or urdu ko chaudaa sarkari hindustani zubaanon par trigeh di gai thi jab aawaaz 1931 main hindustani pardaa semin aai taaki wo hindustani maqbool cinema kii zubaanen bin saken.,urd
"2014 main, singapore table tennis esosi eshan kii sadar lee bi wah ne is misile par istefa de diya, in ke janshin elan lee ne baad main ek chin main paida hue pedler jing jiyaan kii shahrit kii darkhwaast kii hamayat kii.",urd
wo aap kaa akhtiyaar hai.,urd
"is ke alaava, agar in ke valdin yaa surapraston kii tamaam jaria se hone wali salana aamdani 2.50 lakh se zyaada na ho.",urd
aap use chin sakte hain.,urd
agar tum is tarah sochti ho.,urd
tum ne ek en ji oo ke saath kaam kiya jo bujurg shaharyon kii aisi chizon main madad krati thi.,urd
art kii mukhtalf qasamen kiya hain?,urd
main aap ko itla naheen de paai.,urd
is kaa in kii sunne or artikaz karne kii salaahiton par bhi asar padataa hai.,urd
"meter wali kahani afasaanvi yaa gair afasaanvi hosakti hai, or is main matadad moduaat kaa ahaata kiya jasakta hai.",urd
"soma kerala palls, kochi, film main karma insiti tute (goroswami ke skool) ke tuur par dikhaaya gaya tha.",urd
"kiya kul saare skool, college or dafatr band rahate hain?",urd
"di grand canen shumali arizona main waaqa hai, or ye america main siyaahon kaa shaandar marcuz hone ke alaava duniya ke saat kudrati ajayabaat main se ek hai.",urd
"in zubaanon kii ibtidai darj shudaa shaklen, vedic sanskrit or guthik evastin, numayan tuur par ek jaisi hain, jo aam proto-hind-irani jubaan se nikali hain.",urd
mujhe naam kuch khaas yaad naheen hai; ye p se shurua hota hai; meree khyal se.,urd
hamare 3 skool kuchi basatiyon waale ilaakon main hain.,urd
aksar hindustani riyasato ne apne ilaakon ke indra jurime kii tahaqikaat ke liye si bi aai ko amomi izzaazat di thi.,urd
use baahar kii duniya or is kii farhat ko dekhne kii zarurat hai.,urd
"vakt ho gaya hai! kul milii ge, bachcho!",urd
"ye surkh chaval, pataki dalon or kacche papaite ke murakkab se bina hota hai lahza ye mukammal tuur par vegetarian hai.",urd
aisa is liye kyonki bhaarat ke pas is kaa apna ek be had matmol or tarakkee yaafita desi tabi varsa hai or mugharabi baio medical alum main majboot buniyaaden hain.,urd
is venit main es ke rubaru aye jai stelis or kodi rahods ke muqaabale main seth rolenez nazar aain ge.,urd
"daulat mushtarki khelon main infradi talai tamagaa jeetne waale vaahid athlete milakha singh the, lekin 2010 ke daulat mushtarki khelon main, 52 saal baad krishna puniya ne khwatin ke discus thru main hindustan ke liye talai tamgaa jeet kar or daulat mushtarki khelon ke athletics main sone kaa tamgaa jeetne wali pahali khatun ke tuur par taarikh rakam kar di.",urd
main samajhataa huun ki claseki mousiki hindustan kii ruuh hai.,urd
aap ke khyal main mujhe kaun si jubaan akhtiyaar kerani chahiye?,urd
tum roid par jane ke liye vakt kaise nikaalo ge?,urd
"hamare pas hindustan main dekhne ke liye bahut kuch hai, zyaada tar bade aabi zakhair, pahaadiyaan or maidan ye tumhen hindustan main bhi milii ge.",urd
"are, main ne sunaa tumhara bhai concert argnaser aye pii dhalon ko jaanta hai.",urd
"is ne is misile kii khoj karte hue mizu nage israel? (""mizu yaa israeli?"") (2004)kitaab likhi .",urd
aksar ilaakon main temen bhi tashkeel di gai hain jo zarurat padane par kisi bhi kasam kii madad faraham karne ke liye kaam chrisakti hain.,urd
in kaa screen time khasaa mahadood tha fir bhi in kii udakaree ne ek majboot tasar chhoda hai.,urd
main sote vakt is ke baare main sunuun gaa.,urd
jab kabhi kisi jurm ke mabina artikab kii koi itla jo kaabil dast andaazi ho police ko musuul hoti hai to epa aai aar darj karne kii zimm dari hoti hai.,urd
kisi ko naheen bataaun gaa...,urd
dono bhaaiyon kaa ek dusare se gaharaa lagaav tha.,urd
maal main daakhil hone yaa trainon yaa paravaazon se safar karne se pahele tum se apna waxine certificate dikhaane ke liye kaha jaaye gaa.,urd
"haan, zaruur, kyon naheen?",urd
kiya jab koi firad sabik main ek bar kovid se mutasar ho chukaa ho to kiya is kii kaut mudafaat haasil naheen hojati hai?,urd
adam hissoli kaa jain usool samaj main daulat or vasile kii zyaada muneefaana taqasim kar saktaa hai.,urd
"oh, ye bahut maje daar lagataa hai, lekin main swar kaa gosht naheen khati huun.",urd
"bill se mari murad land line kaa bill, yaa bijli kaa bill, yaa pani kaa bill hai.",urd
"main samajhataa huun aisa karne ke baad, wo in chizon main dilchaspee lene lage gaa.",urd
jab imtihaan khatm hojaayein ge to main in main se chand ko lay kar aaon gi.,urd
mukammal fiture kii twalat wali rangeen or aawaaz wali cartoon filmein asno white or seven dvaargiz (1937) ke saath maqbool huin jinhon ne khasusi aasker jeeta.,urd
"is saal rahods kii waapasee ke baad ye bahut hi ahim hone waala hai, shaukeen prajosh hain.",urd
"sir, aap kii umdaa vizahat ke liye shukrayy.",urd
"ye khel main ek ahim kirdaar adaa kurta hai, kyonki zyaada tar milkiyat is vakt khatm hojati hai jab kisi tem se shot chhoot jataa hai.",urd
"pesh kadami karne wali red army ke pahunchne se pahele faraar hote hue mishraqi prashyaa, siilecya or pomiraniya se taalluk rakhane waale german sobon ke baashandon kii badi taadaad inkhila ke dauraan halock ho gai, kuch sardi or bhok ke baais or kuch jangi carrwayon ke dauraan.",urd
ye kisi ek malik main nishryat se zyaada musar hai kyonki gharelu tafarihi program or gharelu neuz staff ke jaria jamaa karda malomat ko gair gharelu samain ke liye saste tareeke se dobara istemaal kiya jasakta hai.,urd
